normal torque,1
ring cage,1
synchronous,1
phase division,1
derivation,1
multiple cylinder,1
high torque,2
high slipping,2
repulsion induction,2
monophasic,2
series winding,2
collector rings,2
mixed winding,2
single cylinder,2
transmission axle,2
clutch,2
