"gr_low","gr_high","rpm","power_a"
1.27,1.39,3400,0.49
1.27,1.39,3450,0.5
1.27,1.39,3500,0.5
1.27,1.39,3600,0.52
1.27,1.39,3700,0.53
1.27,1.39,3800,0.55
1.27,1.39,3900,0.56
1.27,1.39,4000,0.58
1.27,1.39,4100,0.59
1.27,1.39,4200,0.6
1.27,1.39,4300,0.62
1.27,1.39,4400,0.63
1.27,1.39,4500,0.65
1.27,1.39,4600,0.66
1.27,1.39,4700,0.68
1.27,1.39,4800,0.69
1.27,1.39,4900,0.7
1.27,1.39,5000,0.72
1.39,1.58,100,0.02
1.39,1.58,200,0.03
1.39,1.58,300,0.05
1.39,1.58,400,0.07
1.39,1.58,500,0.08
1.39,1.58,575,0.1
1.39,1.58,600,0.1
1.39,1.58,690,0.12
1.39,1.58,700,0.12
1.39,1.58,725,0.12
1.39,1.58,800,0.13
1.39,1.58,870,0.15
1.39,1.58,900,0.15
1.39,1.58,950,0.16
1.39,1.58,1000,0.17
1.39,1.58,1100,0.19
1.39,1.58,1160,0.2
1.39,1.58,1200,0.2
1.39,1.58,1300,0.22
1.39,1.58,1400,0.24
1.39,1.58,1425,0.24
1.39,1.58,1500,0.25
1.39,1.58,1600,0.27
1.39,1.58,1700,0.29
1.39,1.58,1750,0.29
1.39,1.58,1800,0.3
1.39,1.58,1900,0.32
1.39,1.58,2000,0.34
1.39,1.58,2100,0.35
1.39,1.58,2200,0.37
1.39,1.58,2300,0.39
1.39,1.58,2400,0.4
1.39,1.58,2500,0.42
1.39,1.58,2600,0.44
1.39,1.58,2700,0.45
1.39,1.58,2800,0.47
1.39,1.58,2850,0.48
1.39,1.58,2900,0.49
1.39,1.58,3000,0.51
1.39,1.58,3100,0.52
1.39,1.58,3200,0.54
1.39,1.58,3300,0.56
1.39,1.58,3400,0.57
1.39,1.58,3450,0.58
1.39,1.58,3500,0.59
1.39,1.58,3600,0.61
1.39,1.58,3700,0.62
1.39,1.58,3800,0.64
1.39,1.58,3900,0.66
1.39,1.58,4000,0.67
1.39,1.58,4100,0.69
1.39,1.58,4200,0.71
1.39,1.58,4300,0.72
1.39,1.58,4400,0.74
1.39,1.58,4500,0.76
1.39,1.58,4600,0.77
1.39,1.58,4700,0.79
1.39,1.58,4800,0.81
1.39,1.58,4900,0.83
1.39,1.58,5000,0.84
1.58,1.95,100,0.02
1.58,1.95,200,0.04
1.58,1.95,300,0.06
1.58,1.95,400,0.08
