"diameter","rpm","power_b"
220,2800,15.1
220,2850,15.2
220,2900,15.3
220,3000,15.6
220,3100,14.6
220,3200,14.8
220,3300,15
230,100,0.91
230,200,1.73
230,300,2.5
230,400,3.25
230,500,3.98
230,575,4.51
230,600,4.69
230,690,5.31
230,700,5.38
230,725,5.55
230,800,6.05
230,870,6.52
230,900,6.71
230,950,7.04
230,1000,7.36
230,1100,7.98
230,1160,8.35
230,1200,8.59
230,1300,9.19
230,1400,9.76
230,1425,9.9
230,1500,10.3
230,1600,10.9
230,1700,11.4
230,1750,11.6
230,1800,11.9
230,1900,12.4
230,2000,12.8
230,2100,13.3
230,2200,13.7
230,2300,14.1
230,2400,14.4
230,2500,14.8
230,2600,15.1
230,2700,15.4
230,2800,15.6
230,2850,15.8
230,2900,15.9
240,100,0.96
240,200,1.81
240,300,2.63
240,400,3.41
240,500,4.18
240,575,4.74
240,600,4.92
240,690,5.57
240,700,5.65
240,725,5.82
240,800,6.35
240,870,6.84
240,900,7.04
240,950,7.38
240,1000,7.72
240,1100,8.37
240,1160,8.76
240,1200,9.01
240,1300,9.63
240,1400,10.2
240,1425,10.4
240,1500,10.8
240,1600,11.4
240,1700,11.95
240,1750,12.2
240,1800,12.4
240,1900,12.9
240,2000,13.4
240,2100,13.8
240,2200,14.2
240,2300,14.6
240,2400,15
240,2500,15.3
240,2600,15.6
240,2700,15.9
