"gr_low","gr_high","rpm","power_a"
1.95,3.38,2700,2.96
1.95,3.38,2800,3.07
1.95,3.38,2900,3.18
1.95,3.38,3000,3.29
1.95,3.38,3100,3.4
1.95,3.38,3200,3.51
1.95,3.38,3300,3.62
1.95,3.38,3400,3.73
1.95,3.38,3450,3.79
1.95,3.38,3500,3.84
1.95,3.38,3600,3.95
1.95,3.38,3700,4.06
3.39,10,100,0.12
3.39,10,200,0.23
3.39,10,300,0.35
3.39,10,400,0.47
3.39,10,435,0.51
3.39,10,485,0.56
3.39,10,500,0.58
3.39,10,575,0.67
3.39,10,600,0.7
3.39,10,690,0.8
3.39,10,700,0.81
3.39,10,725,0.84
3.39,10,800,0.93
3.39,10,870,1.01
3.39,10,900,1.05
3.39,10,950,1.1
3.39,10,1000,1.16
3.39,10,1100,1.28
3.39,10,1160,1.36
3.39,10,1200,1.4
3.39,10,1300,1.51
3.39,10,1400,1.63
3.39,10,1425,1.66
3.39,10,1500,1.74
3.39,10,1600,1.86
3.39,10,1700,1.98
3.39,10,1750,2.03
3.39,10,1800,2.09
3.39,10,1900,2.21
3.39,10,2000,2.33
3.39,10,2100,2.44
3.39,10,2200,2.56
3.39,10,2300,2.67
3.39,10,2400,2.79
3.39,10,2500,2.91
3.39,10,2580,3.31
3.39,10,2600,3.02
3.39,10,2700,3.14
3.39,10,2800,3.26
3.39,10,2900,3.37
3.39,10,3000,3.49
3.39,10,3100,3.6
3.39,10,3200,3.72
3.39,10,3300,3.84
3.39,10,3400,3.95
3.39,10,3450,4.01
3.39,10,3500,4.07
3.39,10,3600,4.19
3.39,10,3700,4.3
