"gr_low","gr_high","rpm","power_a"
1.19,1.27,1350,4.15
1.19,1.27,1400,4.3
1.19,1.27,1425,4.38
1.19,1.27,1450,4.46
1.19,1.27,1500,4.61
1.19,1.27,1550,4.76
1.19,1.27,1600,4.92
1.19,1.27,1650,5.07
1.19,1.27,1700,5.23
1.19,1.27,1750,5.38
1.19,1.27,1750,5.38
1.19,1.27,1800,5.53
1.19,1.27,1850,5.69
1.19,1.27,1900,5.84
1.19,1.27,1950,5.99
1.19,1.27,2000,6.15
1.27,1.39,50,0.19
1.27,1.39,100,0.37
1.27,1.39,150,0.56
1.27,1.39,200,0.75
1.27,1.39,250,0.93
1.27,1.39,300,1.12
1.27,1.39,350,1.3
1.27,1.39,400,1.49
1.27,1.39,435,1.62
1.27,1.39,450,1.68
1.27,1.39,485,1.81
1.27,1.39,500,1.86
1.27,1.39,550,2.05
1.27,1.39,575,2.14
1.27,1.39,600,2.24
1.27,1.39,650,2.42
1.27,1.39,690,2.57
1.27,1.39,700,2.61
1.27,1.39,725,2.7
1.27,1.39,750,2.79
1.27,1.39,800,2.98
1.27,1.39,850,3.17
1.27,1.39,870,3.24
1.27,1.39,900,3.35
1.27,1.39,950,3.54
1.27,1.39,950,3.54
1.27,1.39,1000,3.73
1.27,1.39,1050,3.91
1.27,1.39,1100,4.1
1.27,1.39,1150,4.28
1.27,1.39,1160,4.32
1.27,1.39,1200,4.47
1.27,1.39,1250,4.66
1.27,1.39,1300,4.84
1.27,1.39,1350,5.03
1.27,1.39,1400,5.22
1.27,1.39,1425,5.31
1.27,1.39,1450,5.4
1.27,1.39,1500,5.59
1.27,1.39,1550,5.77
1.27,1.39,1600,5.96
1.27,1.39,1650,6.15
1.27,1.39,1700,6.33
1.27,1.39,1750,6.52
1.27,1.39,1750,6.52
1.27,1.39,1800,6.71
1.27,1.39,1850,6.89
1.27,1.39,1900,7.08
1.27,1.39,1950,7.26
1.27,1.39,2000,7.45
1.39,1.58,50,0.22
1.39,1.58,100,0.44
1.39,1.58,150,0.65
1.39,1.58,200,0.87
1.39,1.58,250,1.09
1.39,1.58,300,1.31
1.39,1.58,350,1.53
1.39,1.58,400,1.75
1.39,1.58,435,1.9
1.39,1.58,450,1.96
1.39,1.58,485,2.12
1.39,1.58,500,2.18
1.39,1.58,550,2.4
1.39,1.58,575,2.51
1.39,1.58,600,2.62
1.39,1.58,650,2.84
1.39,1.58,690,3.01
1.39,1.58,700,3.05
1.39,1.58,725,3.16
1.39,1.58,750,3.27
1.39,1.58,800,3.49
1.39,1.58,850,3.71
1.39,1.58,870,3.8
1.39,1.58,900,3.93
1.39,1.58,950,4.14
1.39,1.58,950,4.14
1.39,1.58,1000,4.36
1.39,1.58,1050,4.58
1.39,1.58,1100,4.8
1.39,1.58,1150,5.02
1.39,1.58,1160,5.06
1.39,1.58,1200,5.24
1.39,1.58,1250,5.45
1.39,1.58,1300,5.67
1.39,1.58,1350,5.89
1.39,1.58,1400,6.11
1.39,1.58,1425,6.22
1.39,1.58,1450,6.33
1.39,1.58,1500,6.54
1.39,1.58,1550,6.76
1.39,1.58,1600,6.98
1.39,1.58,1650,7.2
1.39,1.58,1700,7.42
1.39,1.58,1750,7.63
1.39,1.58,1750,7.63
1.39,1.58,1800,7.85
1.39,1.58,1850,8.07
1.39,1.58,1900,8.29
1.39,1.58,1950,8.51
1.39,1.58,2000,8.73
1.58,1.95,50,0.25
1.58,1.95,100,0.49
1.58,1.95,150,0.74
1.58,1.95,200,0.98
1.58,1.95,250,1.23
1.58,1.95,300,1.47
1.58,1.95,350,1.72
1.58,1.95,400,1.96
1.58,1.95,435,2.14
1.58,1.95,450,2.21
1.58,1.95,485,2.38
1.58,1.95,500,2.46
1.58,1.95,550,2.7
1.58,1.95,575,2.82
1.58,1.95,600,2.95
1.58,1.95,650,3.19
1.58,1.95,690,3.39
1.58,1.95,700,3.44
1.58,1.95,725,3.56
1.58,1.95,750,3.68
1.58,1.95,800,3.93
1.58,1.95,850,4.17
1.58,1.95,870,4.27
1.58,1.95,900,4.42
1.58,1.95,950,4.66
1.58,1.95,950,4.66
1.58,1.95,1000,4.91
1.58,1.95,1050,5.16
1.58,1.95,1100,5.4
1.58,1.95,1150,5.65
1.58,1.95,1160,5.7
1.58,1.95,1200,5.89
1.58,1.95,1250,6.14
1.58,1.95,1300,6.38
1.58,1.95,1350,6.63
1.58,1.95,1400,6.87
1.58,1.95,1425,7
1.58,1.95,1450,7.12
1.58,1.95,1500,7.37
1.58,1.95,1550,7.61
1.58,1.95,1600,7.86
1.58,1.95,1650,8.1
1.58,1.95,1700,8.35
1.58,1.95,1750,8.59
1.58,1.95,1750,8.59
1.58,1.95,1800,8.84
1.58,1.95,1850,9.08
1.58,1.95,1900,9.33
1.58,1.95,1950,9.57
1.58,1.95,2000,9.82
1.95,3.39,50,0.27
1.95,3.39,100,0.53
1.95,3.39,150,0.8
1.95,3.39,200,1.07
1.95,3.39,250,1.34
1.95,3.39,300,1.6
1.95,3.39,350,1.87
1.95,3.39,400,2.14
1.95,3.39,435,2.33
1.95,3.39,450,2.41
1.95,3.39,485,2.59
1.95,3.39,500,2.67
1.95,3.39,550,2.94
1.95,3.39,575,3.08
1.95,3.39,600,3.21
1.95,3.39,650,3.48
1.95,3.39,690,3.69
1.95,3.39,700,3.74
1.95,3.39,725,3.88
1.95,3.39,750,4.01
1.95,3.39,800,4.28
1.95,3.39,850,4.55
1.95,3.39,870,4.65
1.95,3.39,900,4.81
1.95,3.39,950,5.08
1.95,3.39,950,5.08
1.95,3.39,1000,5.35
1.95,3.39,1050,5.62
1.95,3.39,1100,5.88
1.95,3.39,1150,6.15
1.95,3.39,1160,6.2
1.95,3.39,1200,6.42
1.95,3.39,1250,6.69
1.95,3.39,1300,6.95
1.95,3.39,1350,7.22
1.95,3.39,1400,7.49
1.95,3.39,1425,7.62
1.95,3.39,1450,7.76
1.95,3.39,1500,8.02
1.95,3.39,1550,8.29
1.95,3.39,1600,8.56
1.95,3.39,1650,8.83
1.95,3.39,1700,9.09
1.95,3.39,1750,9.36
1.95,3.39,1750,9.36
1.95,3.39,1800,9.63
1.95,3.39,1850,9.9
1.95,3.39,1900,10.16
1.95,3.39,1950,10.43
1.95,3.39,2000,10.7
3.39,10,50,0.28
3.39,10,100,0.57
3.39,10,150,0.85
3.39,10,200,1.13
3.39,10,250,1.42
3.39,10,300,1.7
3.39,10,350,1.98
3.39,10,400,2.27
3.39,10,435,2.46
3.39,10,450,2.55
3.39,10,485,2.75
3.39,10,500,2.83
3.39,10,550,3.12
3.39,10,575,3.26
3.39,10,600,3.4
3.39,10,650,3.68
3.39,10,690,3.91
3.39,10,700,3.97
3.39,10,725,4.11
3.39,10,750,4.25
3.39,10,800,4.53
3.39,10,850,4.82
3.39,10,870,4.93
3.39,10,900,5.1
3.39,10,950,5.38
3.39,10,950,5.38
3.39,10,1000,5.67
3.39,10,1050,5.95
3.39,10,1100,6.23
3.39,10,1150,6.52
3.39,10,1160,6.57
3.39,10,1200,6.8
3.39,10,1250,7.08
3.39,10,1300,7.37
3.39,10,1350,7.65
3.39,10,1400,7.93
3.39,10,1425,8.07
3.39,10,1450,8.22
3.39,10,1500,8.5
3.39,10,1550,8.78
3.39,10,1600,9.07
3.39,10,1650,9.35
3.39,10,1700,9.63
3.39,10,1750,9.92
3.39,10,1750,9.92
3.39,10,1800,10.2
3.39,10,1850,10.48
3.39,10,1900,10.76
3.39,10,1950,11.05
3.39,10,2000,11.33
